ID;AGE;PAY_0;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;RATIO;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default.payment.next.month
5607;43;-1;-1;-1;0;-1;-1;0,039;0;1170;0;390;0;780;0
5608;32;0;0;0;0;0;0;0,4652;6000;4500;3500;3000;3000;7500;0
5609;29;-2;-2;-2;-2;-2;-2;0,0024;0;432;0;0;0;0;0
5610;33;1;-2;-2;-2;-2;-1;0,2793;0;0;0;0;17000;13000;0
5611;27;2;2;2;2;2;2;1,0517;7500;5800;5700;0;18100;0;1
5612;37;0;0;0;0;0;0;1,0104;2064;2005;1367;1700;0;0;0
5613;38;-1;-1;-1;-1;-1;-1;0,0196;710;1824;1968;0;640;0;0
5614;48;-1;-1;-2;-2;-2;-1;0,0695;430;430;717;430;4171;2914;0
5615;23;0;0;0;0;0;0;1,0168;2000;2000;1502;1112;1100;2000;0
5616;33;-2;-2;-2;-1;0;0;0,1623;17311;81938;40060;30000;20000;10000;0
5617;35;0;0;0;0;0;0;1,8023;1347;1268;1000;1000;1000;1000;0
5618;23;0;0;-1;-1;-1;-1;0,7026;5582;836;836;836;3300;1476;0
5619;35;0;0;0;0;0;0;0,9727;8155;8199;4960;5404;4686;4563;0
5620;23;0;0;0;0;0;0;0,2133;2000;2000;1000;1000;2000;2000;0
5621;33;0;0;0;0;0;0;0,2885;2000;2000;1500;1700;1700;1668;0
5622;44;0;0;0;0;0;-2;1,0156;1643;1420;913;700;0;0;0
5623;45;0;0;-1;0;-1;-1;0,1039;1000;2522;0;390;390;390;0
5624;39;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
5625;33;0;0;0;0;0;0;0,9829;8546;7542;11538;3735;4129;2821;0
5626;39;0;0;0;0;0;0;0,8289;17045;14089;11962;11763;12557;12496;0
5627;51;1;3;2;0;0;0;0,0098;0;0;0;0;0;626;1
5628;36;0;0;0;0;0;0;0,9746;8144;6812;5036;3000;15000;10000;0
5629;24;2;0;0;0;0;0;0,9809;1451;1141;512;533;1000;600;0
5630;40;-1;-1;-1;-1;-1;-1;0,0015;316;316;316;316;316;316;0
5631;25;0;0;0;2;0;0;1,0204;1967;3300;0;1400;3100;0;1
5632;27;0;0;0;0;0;0;0,3052;4119;5000;3037;3025;3035;3000;0
5633;34;0;0;0;0;0;0;1,1374;3580;13000;7000;6000;7000;8200;0
5634;45;0;0;0;0;0;0;0,7025;13000;10515;9884;11000;11425;11700;0
5635;42;0;0;0;0;0;0;0,5944;5000;20000;8000;10000;5000;4000;0
5636;37;0;0;0;0;0;0;0,3944;5000;5000;3000;4000;5000;5000;0
5637;42;-1;-1;-1;0;-1;-1;0,0077;1024;1520;0;586;1466;427;0
5638;29;0;0;0;0;0;2;0,2482;30035;10008;15011;5010;153;14100;0
5639;25;1;2;0;0;0;0;0,9973;0;2000;1800;2500;5500;1801;0
5640;42;0;0;0;0;0;0;0,6978;3087;3059;3080;4355;3323;3192;0
5641;34;0;0;0;0;-1;-1;0,1981;1995;21067;14492;17680;2407;497;0
5642;42;0;0;0;0;0;0;0,365;1676;1682;1430;1318;1331;1525;0
5643;41;-1;2;2;2;2;2;0,9029;3000;2500;3000;2500;3000;0;0
5644;49;-1;-1;-2;-2;-2;-2;0,0416;0;0;0;0;0;780;0
5645;42;1;1;0;0;0;0;0,3554;1054;177080;4425;5666;4825;100225;0
5646;53;-1;-1;-1;-1;-1;-1;0,009;390;390;390;540;390;390;1
5647;26;0;0;0;0;-1;-1;0,0513;1216;1000;32;905;0;0;0
5648;22;2;0;0;0;0;0;0,9725;2617;2463;350;311;313;324;1
5649;33;0;0;0;2;0;0;0,4018;1346;2664;1261;782;606;583;0
5650;36;0;0;0;0;0;-1;0,712;12009;9530;2116;9291;18718;19333;0
5651;38;1;-2;-2;-1;2;2;0,0196;0;0;239;0;500;0;0
5652;27;-1;2;-1;2;0;0;0,2147;0;4294;0;0;150;0;0
5653;32;0;0;0;0;-1;0;0,1048;1174;1100;396;1266;9;7643;1
5654;28;0;0;0;0;0;0;0,1352;2000;2000;500;2000;2000;1000;0
5655;43;-2;-2;-2;-2;-2;-2;0,0515;21958;4052;23862;13036;11167;45034;0
5656;24;-1;2;2;2;0;0;1,0452;0;2480;0;1000;1035;1000;0
5657;39;1;-1;-1;0;0;0;0,4128;416;125755;5000;6000;6000;10000;0
5658;29;1;-2;-1;-1;-1;-1;0,173;0;1000;34614;749;0;0;0
5659;38;2;2;2;2;0;0;1,0193;1101;1500;39;1280;0;0;1
5660;24;0;0;0;0;0;0;0,1471;2003;7000;2900;2500;400;0;0
5661;24;1;-1;-1;-1;-1;-1;0,0311;3000;0;3000;0;2000;1000;0
5662;42;-1;-1;2;-1;-1;-1;0,0735;11921;329;20218;3699;3204;13193;0
5663;33;-1;-1;-1;-1;0;0;0,0792;5846;200;15845;0;0;0;0
5664;28;0;0;0;0;0;0;0,666;5017;3200;3500;3000;3000;74000;0
5665;26;1;-2;-2;-2;-1;-1;0,007;0;0;0;350;351;4076;0
5666;55;0;0;0;0;0;0;1,1878;8000;7400;9700;5100;4500;4012;1
5667;33;0;0;0;-2;-2;-1;0,5128;9150;0;0;0;91057;100000;0
5668;27;0;0;0;0;0;0;0,3309;20006;25006;20200;40000;0;0;0
5669;29;0;0;0;0;0;0;1,0308;6500;6100;4603;4774;9000;0;1
5670;49;2;0;0;0;0;0;0,4503;1341;1353;774;953;805;832;1
5671;40;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
5672;29;0;0;0;0;0;0;0,551;3977;6516;1611;3000;7080;1132;0
5673;23;1;-1;0;0;0;0;1,0053;53267;1835;3039;0;7000;9300;0
5674;37;-1;0;0;0;0;0;0,7458;4000;3700;3700;3756;3800;3500;0
5675;41;2;2;2;2;2;0;0,9757;3500;0;7000;0;3600;4000;1
5676;28;1;-1;-1;-1;-1;-1;0,009;1732;828;0;497;1809;0;0
5677;43;0;0;-2;-2;-2;-2;0,0528;0;0;0;0;0;0;0
5678;55;0;0;0;0;0;0;1,038;2489;1384;841;1013;819;15154;0
5679;40;0;0;0;0;0;0;0,3046;2000;1800;1800;1800;2000;1800;0
5680;52;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
5681;36;0;0;0;0;0;0;0,5758;4000;5500;3775;4100;5000;4500;0
5682;23;2;2;2;2;2;2;0,5061;2762;0;910;1000;0;1200;1
5683;26;2;0;0;0;0;2;0,8456;1700;1600;700;1401;0;600;1
5684;57;0;0;0;0;0;0;0,3767;1321;1278;638;654;659;557;0
5685;35;0;0;2;0;0;0;0,1928;4000;0;1200;2000;1300;1291;0
5686;31;-2;-2;-2;-2;-2;-2;0,2696;48544;17700;4270;0;19331;0;0
5687;31;0;0;0;0;0;0;0,8337;6004;5148;5313;3000;40000;0;0
5688;39;0;0;-1;0;0;0;0,8333;302000;66270;15000;3044;30042;34048;0
5689;32;0;0;0;0;0;-1;0,1496;20000;5000;5000;1000;386;0;0
5690;37;-2;-2;-2;-2;-2;-2;0,0026;536;0;495;0;0;546;0
5691;38;-1;-1;-1;0;-1;-1;0,0943;259;7544;0;390;332;780;1
5692;36;-2;-2;-2;-2;-1;-1;0,0706;10534;29750;3483;10470;2636;122005;0
5693;25;-1;2;0;0;0;-1;0,0564;0;1760;0;0;1910;0;1
5694;42;0;0;0;0;0;0;0,0937;1064;1073;312;166;168;174;0
5695;39;-2;-2;-2;-1;-1;-2;0,0164;0;650;3446;0;0;0;1
5696;28;0;0;0;0;0;0;0,9706;1600;1700;1000;1000;556;193;0
5697;28;0;0;0;0;0;0;0,7397;5500;5300;3853;4000;4000;3952;0
5698;25;1;2;-1;-1;-1;-1;0,0459;0;6000;2750;3641;1735;7290;1
5699;26;0;0;0;0;0;0;0,6091;3311;3400;3400;3512;3586;3148;0
5700;23;0;0;0;0;0;0;0,9723;5023;3900;2600;5000;3000;3000;0
5701;30;-1;-1;-2;-2;-2;-2;0,0152;0;0;0;0;0;0;1
5702;40;-1;-1;-1;-1;0;0;0,3839;3939;11082;115184;19800;0;2356;0
5703;32;-1;-1;-1;-1;0;0;0,0017;185;0;617;0;0;0;0
5704;30;-2;-2;-2;-2;-2;-2;0,0098;745;1180;578;578;0;580;0
5705;29;-1;-1;-2;-2;-2;-1;0,0079;0;0;0;0;629;2475;1
5706;28;-2;-2;-2;-2;-2;-2;0,1183;9467;0;3967;9455;5000;2900;1
5707;48;-1;-1;-1;-1;-1;-1;0,5177;6046;157181;19751;27070;55613;11811;0
5708;28;0;0;0;2;0;0;1,0764;1674;2200;0;686;705;4176;0
5709;35;0;0;0;0;0;0;0,7122;10000;10000;5000;6000;5000;5000;0
5710;62;0;0;0;0;-1;-1;0,9577;2500;1000;1000;500;0;31000;0
5711;27;-1;-1;0;0;0;-1;0,8145;14163;20000;3000;3000;31749;0;1
5712;40;-1;0;0;0;0;0;0,9702;2005;5000;610;631;634;3000;0
5713;24;-1;-1;0;0;0;-1;0,5418;114482;20176;6793;20112;29676;47642;0
5714;22;3;2;0;0;2;2;1,0169;87;2002;3200;0;3926;0;0
5715;27;1;-1;-1;-2;-1;-1;0,0224;113;200;0;6960;6008;0;1
5716;35;-2;-2;-2;-2;-2;-2;0,0181;1198;494;698;1233;5080;17095;0
5717;41;0;0;0;0;0;0;0,3562;3000;3007;5000;2000;1700;2000;0
5718;33;2;-1;-1;-1;-1;2;0,0065;493;493;1134;1072;2;3103;0
5719;41;-1;-1;0;0;0;0;0,9623;79786;2836;3657;2972;6228;0;0
5720;49;-2;-2;-2;-2;-2;-2;0,0421;6231;0;0;0;0;0;0
5721;34;-1;2;2;-2;-2;-2;0,0069;0;0;0;0;0;0;0
5722;27;2;2;2;2;2;2;0,5061;1300;0;1200;0;1300;0;1
5723;48;0;0;0;0;0;0;0,9975;13000;9500;8000;7200;6700;7500;0
5724;22;3;2;0;0;0;2;0,5943;0;2200;1500;5600;0;2275;0
5725;25;2;2;2;2;2;2;1,0159;3900;0;3800;0;4000;0;1
5726;37;1;-2;-2;-1;-1;-1;0,0445;12611;0;3100;240;2010;212;0
5727;37;2;2;2;2;2;2;0,2434;2000;600;1500;1500;0;1056;1
5728;49;0;0;0;0;0;0;0,4246;3000;4000;5000;3000;5000;5000;0
5729;33;-1;-1;-1;-1;-1;-1;0,3048;3742;3012;69294;33827;115860;64486;0
5730;27;0;0;0;2;0;0;0,3204;1700;4000;0;1000;5000;3000;0
5731;37;-1;-1;-1;-1;-1;0;0,2678;1424;1256;190;13400;30;16447;0
5732;48;-2;-2;-2;-1;2;2;0,025;0;0;5000;0;0;0;0
5733;44;-1;-1;-1;-1;-1;-1;0,1296;1582;21133;2941;8191;22842;5567;0
5734;35;0;0;0;0;0;-1;0,2809;20228;10036;18002;10000;5621;0;0
5735;40;0;0;0;0;0;0;0,991;2354;2538;1000;2000;1000;1000;1
5736;30;0;0;0;0;0;0;0,7867;7325;7470;4460;4583;4376;4533;0
5737;35;2;0;0;0;0;2;0,7047;2700;2500;1900;4600;0;1600;1
5738;32;-1;-1;-1;-1;-1;-1;0,0302;468;2988;2232;4535;0;1593;0
5739;23;1;2;2;3;2;2;0,5616;0;2400;0;0;1100;0;1
5740;34;0;0;0;0;0;0;0,7492;5000;4000;4000;3290;3200;3215;0
5741;34;-1;0;-1;-1;-1;-1;0,0941;1000;11153;3924;800;0;2190;0
5742;34;-2;-2;-2;-1;-1;0;0,3062;1116;0;1632;141190;6000;7004;0
5743;59;2;2;2;2;2;2;0,8333;3363;0;1600;0;2000;0;1
5744;22;-1;-1;2;0;0;-1;0,5188;2313;0;0;1449;2030;1280;0
5745;36;-1;-1;-1;-1;-1;-1;0,036;8911;13025;2816;6856;11069;6823;0
5746;27;0;0;0;0;0;0;0,0745;1500;1006;1500;1500;2600;99;0
5747;38;2;2;2;2;2;2;0,7067;3000;3000;3000;3300;3600;2700;1
5748;42;-2;-2;-2;-1;0;0;0,0193;5624;0;2039;0;0;0;0
5749;26;0;-1;-1;-1;-1;-1;0,0312;1776;3598;0;2160;900;1850;0
5750;30;-1;-1;-2;-1;-1;2;0,0602;0;0;2804;403;0;3144;0
5751;37;2;2;2;2;2;2;0,9963;200;12000;0;11500;5811;0;1
5752;51;-2;-1;-1;-1;0;-1;0,0285;1540;387;381;3985;7161;0;0
5753;56;0;0;0;0;0;0;0,0726;1299;1500;1000;1000;1500;1000;0
5754;30;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;1
5755;24;2;0;0;0;0;0;0,7672;7100;7200;5800;5900;12000;0;1
5756;29;1;2;2;2;2;2;0,5167;0;2905;0;1386;0;600;0
5757;35;1;2;0;0;2;0;0,6185;0;6910;16502;0;5847;5873;1
5758;30;0;0;0;0;0;0;0,8203;11000;12602;11500;10500;11000;10152;0
5759;33;0;0;0;0;0;-1;1,5004;2452;1000;193;168;1734;770;1
5760;44;0;0;0;0;0;0;0,9697;8000;7000;4000;3000;3000;3000;0
5761;38;0;0;0;0;0;0;0,7939;1553;1033;381;384;404;1297;0
5762;39;1;2;-1;-1;-1;-1;0,0202;29;3009;5364;4714;2362;4;0
5763;27;0;0;2;0;0;0;0,9624;2850;0;514;2000;1000;1570;0
5764;35;0;0;0;0;0;-1;0,9909;3013;1005;1000;3000;1650;0;0
5765;22;0;0;-1;-1;-2;-2;0,4925;2400;15674;0;0;0;0;0
5766;33;0;0;0;0;0;0;0,9695;8000;7400;6500;7000;7000;7000;0
5767;26;0;0;0;0;0;0;0,2019;1269;1280;1000;950;652;1000;0
5768;43;0;0;0;0;0;0;0,9894;4000;5000;3000;9000;4000;5000;0
5769;32;-1;-1;-1;-1;-1;-1;0,0154;4929;2064;4365;1183;3287;2810;0
5770;45;2;2;-2;-2;-2;-2;0,0069;0;0;0;0;0;0;0
5771;38;1;2;2;0;0;0;0,0288;2000;200;500;124;0;0;1
5772;40;-2;-2;-2;-2;-2;-2;0,0529;4347;0;2208;2475;7580;0;0
5773;22;-2;-2;-2;-2;-2;-1;0,0452;0;913;304;0;302;7676;0
5774;26;0;0;0;0;0;0;0,1109;1300;1533;1391;1255;1273;1000;0
5775;49;0;0;0;0;0;0;1,0077;1337;2000;666;714;810;600;0
5776;35;0;0;0;0;0;0;0,1102;1600;3019;900;600;369;2471;0
5777;38;0;0;0;0;0;0;0,4203;2000;1361;1000;824;851;812;0
5778;27;0;0;0;0;0;0;0,9934;5300;5400;4000;9000;4400;4500;0
5779;45;0;0;0;0;0;0;0,9153;1726;1502;1287;1322;1179;1156;0
5780;36;0;0;0;0;0;0;0,8615;2000;1805;1800;2000;2000;2000;0
5781;31;-1;-1;-1;-1;-1;-1;0,0147;390;390;390;390;390;1079;0
5782;33;0;0;0;0;0;0;0,8006;6000;5000;5000;4000;4000;5000;0
5783;31;-1;-1;-1;-1;-1;-2;0,0012;460;460;399;0;0;0;0
5784;24;-1;-1;-1;0;0;0;0,6217;5112;5400;2;4;0;5039;0
5785;24;-1;-1;-2;-2;-2;-2;0,005;0;0;0;0;0;0;0
5786;26;2;2;2;2;0;0;2,0023;3000;2746;0;2297;1875;1158;1
5787;40;2;2;2;2;-2;-2;0,0104;0;0;0;0;0;0;1
5788;40;0;0;2;0;0;2;0,9137;12121;0;5100;10251;5205;0;0
5789;44;-2;-2;-2;-2;-2;-2;0,0083;138;0;0;1675;69;39411;0
5790;29;-2;-2;-1;-1;-1;-2;0,0118;0;150;3550;0;0;0;0
5791;26;-1;-1;-1;-1;-1;-1;0,0078;0;390;390;390;380;400;0
5792;30;0;0;0;0;0;0;0,7777;8155;10048;6011;6010;6514;10011;0
5793;26;-1;-1;-1;-1;-1;-1;0,0611;10000;10000;10000;10000;10941;79027;0
5794;48;1;2;2;2;2;0;0,3854;1298;0;1829;0;849;822;0
5795;33;0;0;0;0;0;2;0,1784;2000;2000;2000;3000;0;734;0
5796;26;0;0;0;0;0;0;0,9244;4432;2988;4492;2797;2991;2900;0
5797;33;-2;-2;-2;-2;-2;-2;0,0141;0;1264;0;0;1980;1351;0
5798;23;-2;-2;-2;-2;-2;-2;0,0161;0;0;0;0;0;0;0
5799;31;-2;-1;-1;-1;-2;-2;0,1114;2876;16732;8593;799;1161;41380;0
5800;23;4;3;2;0;0;2;0,542;88;12;473;825;323;10000;0
5801;50;1;-2;-2;-1;0;-1;0,0691;0;0;10040;0;8299;0;1
5802;29;-1;0;0;0;0;0;0,1265;10023;10000;5000;15000;15000;5000;0
5803;26;0;-1;-1;-1;-1;-1;0,9078;3150;10464;0;1690;18156;19800;0
5804;24;0;0;0;0;0;0;0,9864;2900;2329;2400;2000;7400;0;0
5805;28;0;0;0;0;0;0;0,7092;3205;2894;2000;1500;1000;2000;0
5806;25;0;0;0;0;0;0;0,5685;2000;1110;240;250;300;2335;0
5807;26;-2;-2;-2;-2;-2;-2;0,3278;26034;3182;49174;11823;669;1534;0
5808;53;0;0;0;0;0;0;0,7248;2255;2200;2100;2014;1876;1901;1
5809;36;0;0;0;0;0;0;0,3005;4000;4000;3000;5000;5000;3000;0
5810;31;-1;-1;-1;-1;-1;-1;0,1463;53751;2879;6918;10014;6478;42108;0
5811;33;-1;-1;-1;-1;-1;-1;0,0218;1500;382;2000;3000;0;2000;0
5812;34;0;0;0;0;0;0;0,9961;10646;8601;3601;3719;3300;3400;0
5813;36;2;2;2;2;2;2;0,6135;5200;4500;4300;4300;4400;4500;1
5814;44;-1;-1;-1;0;0;-1;0,0265;0;839;0;0;3975;0;0
5815;25;-1;-1;-1;-1;-1;-1;0,3161;390;390;390;0;1280;6380;0
5816;24;-1;-1;-1;-1;-1;-1;0,3093;2643;3415;2250;2486;844;0;1
5817;67;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;1
5818;25;3;2;0;0;0;0;0,6373;0;2000;83000;3000;32000;2000;1
5819;30;0;0;2;0;0;0;0,8032;19078;0;5000;5000;4500;4500;0
5820;24;2;2;2;2;-1;-1;0,4142;2284;0;0;186;3314;3515;1
5821;45;0;0;-2;-2;-2;-2;1,0268;0;0;0;0;0;0;0
5822;49;0;0;0;0;0;0;0,5199;1921;2563;2300;2300;1704;700;0
5823;28;0;0;0;0;0;-2;0,9862;3202;20088;700;0;0;0;0
5824;43;-1;0;0;0;0;0;0,5491;1547;1251;1200;600;627;759;0
5825;70;2;2;0;0;0;0;1,0816;0;2504;1200;1500;1100;1301;0
5826;50;2;0;0;0;0;0;0,9916;2100;1500;1000;1000;1000;700;0
5827;22;0;0;0;0;0;0;0,8252;1067;1500;1000;1751;1073;2041;1
5828;38;-1;0;0;-1;0;-1;0,1074;2000;30000;14000;1000;16000;0;1
5829;42;2;2;2;0;0;0;1,0406;2000;39;718;800;800;800;0
5830;22;0;0;0;0;0;0;1,0432;1200;1153;357;501;429;196;0
5831;28;0;0;0;0;0;0;0,9701;7000;5820;3829;3753;3808;4744;0
5832;34;2;2;2;2;0;0;0,7511;5000;3600;0;4000;4000;3603;1
5833;45;0;0;0;0;0;0;0,6448;6835;7542;7930;6534;6153;2815;0
5834;26;1;2;2;0;0;2;0,9703;1500;1517;1000;2255;0;1988;0
5835;47;0;0;0;0;2;0;0,9482;10000;10000;6000;0;5000;3000;0
5836;26;0;-1;0;0;-1;-1;0,2557;52425;27595;10343;18083;26279;17013;1
5837;36;0;0;0;0;0;0;1,0162;3137;5094;1106;1001;1201;1074;0
5838;26;2;2;7;7;7;7;0,24;0;0;0;0;0;0;1
5839;22;2;2;0;0;0;0;0,4543;0;1573;804;675;738;1000;0
5840;25;-2;-2;-2;-2;-2;-2;0,0123;0;988;0;0;0;0;0
5841;26;0;0;0;0;0;0;0,7244;2510;4000;3000;7000;3100;1377;0
5842;30;0;-1;-1;0;0;0;0,4984;4000;192718;5000;5000;3000;2000;0
5843;23;-1;0;-1;-1;-1;-1;0,0335;1200;1322;1500;540;540;780;0
5844;37;-1;-1;-1;0;-1;0;0,1475;1475;780;0;31250;0;0;0
5845;27;0;0;2;0;0;0;0,6646;22500;121;10000;20000;25000;0;0
5846;59;4;4;5;4;3;2;0,9932;3601;2000;0;0;0;4000;0
5847;43;0;0;0;0;2;2;0,9163;5003;5000;20000;10;10104;87;1
5848;30;1;-2;-2;-2;-2;-1;0,0012;0;0;0;0;150;200;0
5849;30;0;0;0;0;0;0;1,0182;4404;2826;1880;1805;2182;2000;0
5850;61;0;0;0;0;0;0;0,5811;7000;6000;5500;5800;5200;6000;0
5851;28;0;-1;2;2;-1;-1;0,8536;22182;7;0;6177;180722;5000;0
5852;29;0;0;0;0;0;0;0,5031;2272;2230;2243;2500;3000;4000;0
5853;28;1;2;0;0;2;2;0,3563;0;5000;5000;0;6000;0;1
5854;26;0;0;0;0;0;0;0,6236;1603;1300;658;680;773;524;1
5855;53;0;0;-2;-2;-2;-2;0,0532;0;0;0;0;0;0;0
5856;30;-1;-1;-1;-1;-1;-1;0,122;28097;23352;13684;12883;11068;11436;0
5857;31;-1;-1;-1;-1;-1;-1;0,0847;1020;0;860;13335;15248;17676;0
5858;40;0;0;0;0;0;0;0,6696;20000;8000;5000;7000;7000;5000;0
5859;46;0;0;-2;-2;-2;-2;1,028;0;0;0;0;0;0;0
5860;27;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
5861;40;-1;-1;-1;-1;0;0;0,0357;329;5000;5000;5000;4000;3000;0
5862;41;0;0;0;0;-1;-1;0,9954;2194;2151;755;71;19837;792;0
5863;26;0;0;0;0;0;0;0,0604;2000;2000;2000;3109;5000;5520;0
5864;44;-1;-1;-2;-2;-2;-2;0,115;28791;13227;2621;9075;6564;12767;0
5865;41;-1;-1;2;0;-1;-1;0,078;1473;0;0;390;780;0;1
5866;31;-2;-2;-2;-2;-2;-1;0,0299;5458;9579;3826;737;3865;300;0
5867;30;0;0;0;0;0;0;0,7103;6523;7992;6475;6050;6197;6000;0
5868;24;1;2;2;3;2;0;0,6995;0;2403;0;0;2000;0;0
5869;31;-1;-1;-1;-1;-1;-1;0,0012;652;326;326;326;326;144;0
5870;37;0;0;0;0;0;0;1,3009;6013;5312;3100;3123;6293;3273;0
5871;30;0;0;0;0;0;2;0,9566;7500;8000;9000;14000;0;5500;1
5872;27;0;0;0;0;0;0;0,7571;9500;8929;7265;5400;5300;5100;0
5873;30;0;0;0;-1;0;0;0,4982;2165;2774;30458;1063;1308;4317;0
5874;27;-1;0;0;0;0;-1;0,2364;1052;1000;500;1000;7093;1000;0
5875;35;2;2;0;0;2;2;1,0132;0;3500;7000;0;7000;0;1
5876;33;0;0;0;0;0;0;0,9887;10300;10302;10365;10750;11150;11271;1
5877;26;0;0;0;0;0;0;0,9858;9000;5500;3600;1000;135000;5314;0
5878;27;-2;-2;-2;-2;-2;-2;0,0291;0;0;8169;0;231133;3300;0
5879;33;-1;-1;-1;-1;-1;-1;0,0237;17330;944;7586;4739;3754;25259;0
5880;23;0;0;0;0;0;0;0,8558;1635;1423;1020;1050;1503;1016;0
5881;35;0;0;0;0;0;0;0,1309;1807;2000;2010;1003;2007;3019;0
5882;32;0;0;0;0;0;0;0,1621;5000;3000;5000;5000;5000;5000;0
5883;53;-2;-2;-2;-2;-2;-2;0,0132;745;0;0;0;0;0;0
5884;23;2;0;0;0;2;0;0,9526;1674;1446;1100;0;379;1085;1
5885;25;2;2;0;0;0;0;1,0104;0;1718;900;2000;1800;0;1
5886;29;1;2;2;2;2;2;0,6871;0;2000;0;1055;0;215;0
5887;23;1;2;2;2;2;0;0,4204;2000;0;700;0;2000;2000;0
5888;43;0;0;0;0;0;0;0,1725;5000;5000;3000;3459;4000;5000;0
5889;37;-1;-1;-1;-1;0;0;0,1884;34045;5217;13263;6000;1000;4085;0
5890;41;-1;-1;-1;-1;-1;-1;0,0367;3110;3188;4189;10276;9898;1691;0
5891;36;0;0;0;0;0;0;0,4605;9975;8200;7268;7000;7177;7200;0
5892;40;0;0;0;0;0;0;0,9655;7000;7000;6000;7000;5021;9000;0
5893;26;2;0;0;0;0;0;0,9954;1641;2400;632;800;1000;1500;1
5894;38;0;0;0;0;0;0;0,9154;3530;3066;2033;2021;1024;1003;0
5895;34;-1;2;-1;-1;2;-1;0,1424;0;1000;1000;0;33500;3000;1
5896;27;0;0;0;0;0;0;0,7211;5000;6000;5000;5000;5000;5000;0
5897;36;0;0;0;0;0;0;0,0686;1533;1200;2789;1242;1251;1272;0
5898;35;0;0;-2;-1;-1;0;0,4232;0;0;2430;161450;6035;6439;0
5899;30;-2;-2;-1;-1;-2;-2;0,011;5562;810;617;0;0;28572;0
5900;43;1;-2;-2;-1;0;-1;0,0053;0;0;2080;0;1398;0;0
5901;53;0;0;0;-2;-2;-2;0,0833;1000;0;0;0;0;0;1
5902;27;1;2;2;3;2;2;0,9377;9044;8200;1000;0;9874;0;0
5903;30;0;0;0;0;2;2;0,9376;2000;1300;3000;0;25000;0;0
5904;45;0;0;0;2;2;2;0,5323;2000;2000;0;1500;0;1000;0
5905;32;-1;-1;-2;-2;-2;-2;0,0506;0;0;0;0;0;0;0
5906;28;0;0;0;0;0;0;0,6156;5000;5000;5000;5000;5000;5000;1
5907;46;0;0;0;0;0;0;0,9971;2438;2200;1187;1213;1073;1066;0
5908;39;2;0;0;0;0;0;0,9515;2000;1500;1200;1300;1200;1200;0
5909;40;0;0;0;0;0;0;0,493;3100;3888;2800;2800;3800;3000;0
5910;30;0;0;0;0;0;0;0,7653;5000;5500;5000;4000;4500;4500;0
5911;24;-1;-1;-1;-1;0;-1;0,0422;306;995;1055;0;2110;0;0
5912;24;0;0;2;0;0;0;0,9619;3551;0;1902;1022;1200;1200;0
5913;32;0;0;0;0;0;0;0,7439;7468;3000;2723;2810;2793;2860;1
5914;26;0;0;0;0;0;0;0,687;5000;4500;4500;6000;5000;5000;0
5915;53;-1;-1;-1;-1;-2;-1;0,2357;0;16556;0;0;47140;0;0
5916;41;2;2;7;7;7;7;0,0013;0;0;0;0;0;0;0
5917;44;0;0;0;0;0;0;0,1296;2019;2020;2000;2000;2000;1000;0
5918;46;-1;-1;-1;-1;-2;-2;0,0279;5590;2500;0;0;0;0;1
5919;33;1;-1;2;-1;-1;-2;0,0032;199;0;580;0;0;0;0
5920;29;-1;-1;-1;-1;0;0;0,0688;6198;200;3199;0;0;0;0
5921;30;-1;-1;-1;-1;-1;-1;0,0029;271;588;111;305;432;0;1
5922;45;-1;-1;-1;-1;0;0;0,0075;107;1741;214;0;0;0;0
5923;29;-1;0;0;0;0;0;0,2213;3015;2008;1009;2005;507;2607;0
5924;33;-1;-1;-2;-2;-2;-2;0,0273;0;0;0;0;0;0;0
5925;31;4;3;2;-1;-1;-1;1,7111;0;0;1000;4320;287982;8007;1
5926;53;-1;-1;-1;-1;-1;-1;0,0168;199;1440;1017;3798;4898;5034;0
5927;41;0;0;0;0;0;0;0,9325;2627;2700;2500;2300;3000;2500;0
5928;29;0;0;-2;-1;-1;0;0,0522;0;0;364;16177;800;650;1
5929;25;-2;-2;-1;-1;0;-1;0,1229;0;10145;24091;492;7354;9694;0
5930;54;0;0;0;0;0;0;0,3329;1588;1483;611;458;403;351;0
5931;24;4;3;2;2;2;0;0,5445;0;1200;968;0;998;1479;1
5932;43;0;0;0;0;0;0;0,4163;4293;4162;5000;5000;5000;5000;0
5933;29;0;0;3;3;2;0;0,9318;15107;5000;0;0;4200;5000;0
5934;39;-1;-1;-1;-1;-1;-1;0,0941;2012;3550;7529;0;3228;0;0
5935;31;0;0;0;0;0;2;0,6922;4445;4020;3000;5700;0;2500;0
5936;34;0;0;0;-1;-1;-2;0,0268;1125;1000;2141;0;0;0;0
5937;34;-1;-1;-1;-1;-1;-1;0,0347;3767;10436;9856;4198;0;0;0
5938;36;-1;-1;-1;-1;-1;-1;0,0203;4107;1099;1099;1099;1099;1099;0
